gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,Churn_Label,total_complaints,resolved_complaints,unresolved_complaints,call_drop_rate,data_usage_gb,throughput_Mbps,complaints_per_tenure,unresolved_ratio,drop_rate_per_tenure,data_usage_per_tenure,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TechSupport_No internet service,TechSupport_Yes,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,MultipleLines_No phone service,MultipleLines_Yes,Contract_One year,Contract_Two year
0,0,1,1,39,1,0,19.75,0,5,1,4,0.0092592592592592,0.64027587890625,26.001666666666665,0.125,0.6666666666666666,0.00023148148148148,0.01600689697265625,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,1,0,66,1,1,104.05,1,17,3,14,0.0200757575757575,0.5801619466145834,29.854166666666668,0.2537313432835821,0.7777777777777778,0.0002996381727725,0.008659133531560947,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0
1,0,0,0,68,1,0,24.55,0,19,5,14,0.0372023809523809,0.8006648763020833,20.6325,0.2753623188405797,0.7,0.0005391649413388536,0.011603838786986714,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,0,1,1,62,0,0,48.7,0,18,4,14,0.0412037037037037,0.7902034505208334,33.10333333333333,0.2857142857142857,0.7368421052631579,0.0006540270429159317,0.012542911913029102,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1
1,0,0,0,3,1,1,88.35,1,17,4,13,0.0518963675213675,0.83357177734375,21.5925,4.25,0.7222222222222222,0.012974091880341874,0.2083929443359375,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,1,0,72,1,1,109.55,0,20,4,16,0.0059523809523809,0.81966552734375,26.3475,0.273972602739726,0.7619047619047619,8.153946510110821e-05,0.011228294895119863,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,0,1,0,41,1,0,20.65,0,8,1,7,0.039842796092796,0.7634130859375,21.298333333333336,0.19047619047619047,0.7777777777777778,0.0009486380022094285,0.018176502046130954,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,1,1,29,1,0,94.65,1,14,2,12,0.0325331989418676,0.7253181966145833,28.7075,0.4666666666666667,0.8,0.00108443996472892,0.02417727322048611,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,4,1,0,55.2,0,10,1,9,0.0407106782106782,0.7617488606770833,32.96083333333333,2.0,0.8181818181818182,0.00814213564213564,0.15234977213541664,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,53,1,0,24.05,0,8,1,7,0.045770202020202,0.7175252278645834,34.44416666666667,0.14814814814814814,0.7777777777777778,0.0008475963337074445,0.013287504219714507,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1,1,1,0,1,1,1,74.4,1,12,3,9,0.0571944939591998,0.9285782877604166,24.64583333333333,6.0,0.6923076923076923,0.0285972469795999,0.4642891438802083,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,41,1,0,79.9,1,19,6,13,0.0119047619047619,0.84843017578125,29.875833333333333,0.4523809523809524,0.65,0.0002834467120181405,0.02020071847098214,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
1,0,1,0,39,1,1,20.45,0,14,4,10,0.0104166666666666,0.8507047526041666,36.42583333333334,0.35,0.6666666666666666,0.000260416666666665,0.021267618815104163,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,1,0,63,1,0,19.25,0,19,6,13,0.0464220878307565,0.5960001627604167,26.65333333333333,0.296875,0.65,0.0007253451223555703,0.00931250254313151,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,0,0,15,1,1,26.35,0,12,2,10,0.010576923076923,0.7401114908854166,23.40083333333333,0.75,0.7692307692307693,0.0006610576923076875,0.04625696818033854,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,0,1,0,13,1,0,43.8,0,16,3,13,0.0331439393939393,0.9435970052083332,30.35083333333333,1.1428571428571428,0.7647058823529411,0.002367424242424236,0.06739978608630952,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,1,1,1,50.15,0,12,2,10,0.0142857142857142,0.7763232421874999,27.905833333333334,6.0,0.7692307692307693,0.0071428571428571,0.38816162109374996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,1,0,20.45,0,16,5,11,0.0178405572755417,0.6001139322916667,21.888333333333332,8.0,0.6470588235294118,0.00892027863777085,0.3000569661458333,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,1,0,0,8,1,1,69.7,1,13,1,12,0.0409451659451659,0.78572021484375,31.0775,1.4444444444444444,0.8571428571428571,0.004549462882796212,0.08730224609375,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,60,1,0,61.4,0,18,4,14,0.0331766917293233,0.835048828125,21.23,0.29508196721311475,0.7368421052631579,0.0005438801922839885,0.013689325051229509,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0,1,1,0,12,1,1,98.1,1,11,4,7,0.0297949735449735,0.8021671549479167,31.995833333333334,0.8461538461538461,0.5833333333333334,0.0022919210419210384,0.06170516576522436,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
1,0,1,0,40,1,0,70.75,0,11,4,7,0.0,0.6771647135416666,26.285833333333333,0.2682926829268293,0.5833333333333334,0.0,0.016516212525406502,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
0,0,0,0,66,1,1,61.15,0,17,8,9,0.0119047619047619,0.6607373046874999,39.18666666666667,0.2537313432835821,0.5,0.00017768301350390897,0.009861750816231342,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1,0,1,1,42,1,0,20.25,0,19,4,15,0.0263888888888888,0.8927278645833333,24.10083333333333,0.4418604651162791,0.75,0.0006136950904392744,0.020761113129844962,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,1,0,0,66,1,1,63.85,0,5,0,5,0.0115079365079365,0.9117919921875,28.8725,0.07462686567164178,0.8333333333333334,0.00017176024638711193,0.013608835704291044,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0
1,0,0,0,49,1,0,98.7,0,13,4,9,0.046972125097125,0.59772705078125,25.655,0.26,0.6428571428571429,0.0009394425019425,0.011954541015625,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
0,0,0,0,1,1,0,20.5,1,19,7,12,0.0518217893217893,0.8563004557291666,33.416666666666664,9.5,0.6,0.02591089466089465,0.4281502278645833,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,0,0,41,1,0,20.0,0,18,6,12,0.0337710084033613,0.75296630859375,26.183333333333334,0.42857142857142855,0.631578947368421,0.0008040716286514595,0.017927769252232145,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,0,1,1,41,1,0,19.3,0,6,2,4,0.0168350168350168,0.8360107421874999,34.439166666666665,0.14285714285714285,0.5714285714285714,0.0004008337341670667,0.01990501767113095,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,0,1,1,23,1,0,84.4,0,7,0,7,0.0194444444444444,0.7586165364583333,26.381666666666664,0.2916666666666667,0.875,0.0008101851851851833,0.03160902235243055,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,3,0,0,25.1,0,14,3,11,0.0275871459694989,0.93599365234375,34.531666666666666,3.5,0.7333333333333333,0.006896786492374725,0.2339984130859375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,4,0,0,48.25,0,7,3,4,0.0203581871345029,0.92054443359375,18.905,1.4,0.5,0.00407163742690058,0.18410888671875,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
0,0,1,1,52,1,0,19.85,0,9,3,6,0.03557325708061,0.8830021158854167,29.763333333333332,0.16981132075471697,0.6,0.0006711935298228302,0.016660417280856918,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,1,1,0,4,1,1,99.6,1,10,2,8,0.0467291967291967,0.75638671875,26.35083333333333,2.0,0.7272727272727273,0.00934583934583934,0.15127734375,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
0,0,0,0,11,1,1,94.2,0,10,2,8,0.0377881291967979,0.7670727539062501,25.171666666666667,0.8333333333333334,0.7272727272727273,0.003149010766399825,0.06392272949218751,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,1,0,2,1,1,62.15,0,14,4,10,0.0306712962962962,0.8158837890625,25.485833333333336,4.666666666666667,0.6666666666666666,0.010223765432098733,0.27196126302083334,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,26,1,0,79.3,0,20,8,12,0.0277777777777777,0.9055257161458332,23.674166666666668,0.7407407407407407,0.5714285714285714,0.001028806584362137,0.03353798948688271,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,1,1,24,1,1,56.25,0,13,3,10,0.0378472222222222,0.64336181640625,31.594166666666663,0.52,0.7142857142857143,0.001513888888888888,0.02573447265625,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,12,1,0,20.3,0,14,1,13,0.0478913787737317,0.8606412760416666,23.33583333333333,1.0769230769230769,0.8666666666666667,0.003683952213363977,0.0662031750801282,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,1,1,0,60,1,1,99.0,0,13,2,11,0.0333333333333333,0.92666015625,24.206666666666667,0.21311475409836064,0.7857142857142857,0.0005464480874316934,0.015191150102459016,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0,0,1,1,64,1,1,90.6,0,18,1,17,0.0413437597261126,0.7239469401041667,24.13,0.27692307692307694,0.8947368421052632,0.0006360578419401939,0.011137645232371795,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,1,0,66,1,1,85.9,0,9,1,8,0.0443617724867724,0.6153507486979167,29.598333333333333,0.13432835820895522,0.8,0.0006621160072652597,0.009184339532804727,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,0,0,60,1,1,79.2,0,7,4,3,0.0233320600967659,0.73339111328125,25.15,0.11475409836065574,0.375,0.0003824927884715721,0.012022805135758196,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1,0,1,1,17,1,1,70.35,0,7,2,5,0.0226220538720538,0.94916748046875,27.367500000000003,0.3888888888888889,0.625,0.0012567807706696556,0.052731526692708336,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
1,0,1,1,42,1,0,19.35,0,11,3,8,0.0426286676286676,0.941142578125,35.69166666666667,0.2558139534883721,0.6666666666666666,0.000991364363457386,0.021887036700581397,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,0,0,1,1,1,50.15,0,9,3,6,0.0641081871345029,0.6503987630208333,29.684166666666663,4.5,0.6,0.03205409356725145,0.32519938151041666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,47,1,0,63.8,0,7,2,5,0.0376683501683501,0.8226505533854166,28.1775,0.14583333333333334,0.625,0.0007847572951739604,0.017138553195529514,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,0,1,0,10,1,1,20.55,0,19,5,14,0.0162323701410388,0.6928108723958334,26.63416666666667,1.7272727272727273,0.7,0.0014756700128217093,0.0629828065814394,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,1,1,0,70,1,1,88.55,0,7,3,4,0.0206959706959706,0.844482421875,24.46666666666667,0.09859154929577464,0.5,0.00029149254501367045,0.011894118617957746,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,1,0,0,67,1,1,101.4,0,9,1,8,0.0333333333333333,0.7516853841145833,24.379166666666663,0.1323529411764706,0.8,0.000490196078431372,0.01105419682521446,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
0,0,0,0,1,1,1,81.95,1,13,3,10,0.0591758509521667,0.8614444986979167,32.509166666666665,6.5,0.7142857142857143,0.02958792547608335,0.43072224934895836,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,7,1,1,69.35,1,15,3,12,0.023313492063492,0.7409326171875,22.3875,1.875,0.75,0.0029141865079365,0.0926165771484375,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,1,0,44.6,0,7,1,6,0.0168067226890756,0.91243896484375,20.529166666666665,3.5,0.75,0.0084033613445378,0.456219482421875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,4,1,1,63.75,0,12,0,12,0.0312908496732026,0.75458251953125,27.506666666666664,2.4,0.9230769230769231,0.00625816993464052,0.15091650390625,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,1,1,66,1,0,109.25,0,6,1,5,0.0319444444444444,0.8781583658854166,27.0625,0.08955223880597014,0.7142857142857143,0.0004767827529021552,0.01310684128187189,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,0,0,0,12,1,1,84.6,0,12,5,7,0.03058287709023,0.6650187174479166,30.5725,0.9230769230769231,0.5384615384615384,0.002352529006940769,0.05115528595753205,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,24,1,0,20.45,0,8,3,5,0.0483164983164983,0.9823616536458334,31.435,0.32,0.5555555555555556,0.001932659932659932,0.03929446614583334,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,0,0,26,1,1,85.75,0,6,0,6,0.0589402799929115,0.7442097981770833,25.95,0.2222222222222222,0.8571428571428571,0.002182973333070796,0.027563325858410495,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,0,6,1,1,91.1,1,19,2,17,0.0261229425316112,0.7918953450520833,24.531666666666663,2.7142857142857144,0.85,0.0037318489330873143,0.1131279064360119,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,0,1,0,57,1,0,107.95,0,11,3,8,0.0075757575757575,0.7975732421875,22.78833333333333,0.1896551724137931,0.6666666666666666,0.00013061650992685344,0.013751262796336207,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1
1,0,1,0,14,1,1,86.1,1,17,3,14,0.0052083333333333,0.9555379231770832,26.879166666666663,1.1333333333333333,0.7777777777777778,0.00034722222222222,0.06370252821180554,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0,1,1,42,1,0,22.95,0,18,4,14,0.0185185185185185,0.6868164062500001,23.991666666666664,0.4186046511627907,0.7368421052631579,0.00043066322136089535,0.01597247456395349,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
1,0,0,0,25,1,1,94.7,1,15,1,14,0.0101851851851851,0.8745166015625001,20.758333333333333,0.5769230769230769,0.875,0.0003917378917378884,0.03363525390625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0,0,1,0,64,1,0,19.45,0,17,3,14,0.0522516835016835,0.9229052734375,27.075,0.26153846153846155,0.7777777777777778,0.0008038720538720538,0.01419854266826923,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,1,0,22,1,1,85.1,1,5,1,4,0.025272331154684,0.7183243815104167,23.044166666666666,0.21739130434782608,0.6666666666666666,0.0010987970067253914,0.031231494848278984,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,19,1,1,19.7,0,14,2,12,0.0178571428571428,1.0137190755208334,27.979166666666668,0.7,0.8,0.00089285714285714,0.05068595377604167,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,1,1,61,1,1,99.15,1,9,3,6,0.0107638888888888,0.8028076171874999,24.87833333333333,0.14516129032258066,0.6,0.00017361111111110968,0.012948509954637095,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
1,0,1,0,22,1,1,87.0,0,12,4,8,0.0430555555555555,0.8310628255208333,19.43,0.5217391304347826,0.6153846153846154,0.0018719806763285,0.036133166326992754,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,1,1,0,70,1,1,102.95,1,6,4,2,0.0261904761904761,1.0412027994791666,23.66333333333333,0.08450704225352113,0.2857142857142857,0.0003688799463447338,0.014664828161678403,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
1,0,0,0,12,1,1,79.95,0,7,3,4,0.0520488684575371,0.7639632161458333,31.1375,0.5384615384615384,0.5,0.004003759112118238,0.058766401241987176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,31,1,1,64.0,0,9,2,7,0.0183150183150183,0.7689444986979166,29.13583333333333,0.28125,0.7,0.0005723443223443218,0.024029515584309893,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,11,1,1,64.9,0,13,4,9,0.0238425925925925,0.8043619791666666,27.879166666666663,1.0833333333333333,0.6428571428571429,0.001986882716049375,0.06703016493055555,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,0,1,1,68,1,0,25.75,0,20,5,15,0.0305390211640211,0.7461718749999999,24.5,0.2898550724637681,0.7142857142857143,0.00044259450962349416,0.010814085144927535,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,1,1,1,72,1,1,90.15,0,5,2,3,0.019432261208577,0.79695068359375,30.2975,0.0684931506849315,0.5,0.0002661953590216027,0.010917132651969178,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,1,0,0,67,1,1,116.1,0,7,2,5,0.0272435897435897,0.6619287109374999,25.60666666666667,0.10294117647058823,0.625,0.000400641025641025,0.009734245749080881,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,0,0,0,60,1,1,104.95,0,9,2,7,0.0288194444444444,0.92647705078125,29.72833333333333,0.14754098360655737,0.7,0.00047244990892531804,0.015188148373463115,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1,0,0,0,1,1,1,45.05,1,16,5,11,0.0179276315789473,0.7499511718749999,28.355,8.0,0.6470588235294118,0.00896381578947365,0.37497558593749997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,1,1,1,71.0,1,18,5,13,0.0185471849558536,0.8467130533854167,22.55,9.0,0.6842105263157895,0.0092735924779268,0.42335652669270835,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,58,0,0,50.0,0,16,3,13,0.0186156436156436,0.6005924479166667,24.849166666666665,0.2711864406779661,0.7647058823529411,0.0003155193833159932,0.010179533015536722,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,1,1,1,47,1,0,70.55,1,18,6,12,0.0266203703703703,0.46837158203125,28.31,0.375,0.631578947368421,0.0005545910493827146,0.009757741292317709,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,79.7,1,20,6,14,0.0180555555555555,0.8303133138020833,27.555,10.0,0.6666666666666666,0.00902777777777775,0.41515665690104164,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,1,1,0,20.45,0,16,3,13,0.0342879256965944,0.6187255859374999,31.418333333333333,8.0,0.7647058823529411,0.0171439628482972,0.30936279296874997,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,0,0,22,1,0,59.0,1,18,4,14,0.0260659819483348,0.9311165364583333,26.324166666666667,0.782608695652174,0.7368421052631579,0.0011333035629710784,0.04048332767210144,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,48,1,1,60.35,1,18,4,14,0.0208333333333333,0.9746280924479166,32.931666666666665,0.3673469387755102,0.7368421052631579,0.0004251700680272102,0.01989036923363095,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,0,37,1,1,19.85,0,7,0,7,0.0185185185185185,0.86448486328125,33.43333333333333,0.18421052631578946,0.875,0.0004873294346978553,0.022749601665296052,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,0,0,13,1,1,19.95,0,9,1,8,0.0123626373626373,0.7002848307291667,29.382500000000004,0.6428571428571429,0.8,0.0008830455259026642,0.05002034505208334,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,0,0,43,1,0,26.45,0,19,8,11,0.0124999999999999,0.8945817057291667,19.05333333333333,0.4318181818181818,0.55,0.0002840909090909068,0.020331402402935607,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,0,0,0,6,0,1,63.4,0,5,0,5,0.0271241830065359,0.44627197265625,32.6975,0.7142857142857143,0.8333333333333334,0.0038748832866479857,0.06375313895089287,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
1,0,0,0,71,0,0,53.95,0,10,2,8,0.0198412698412698,0.7135262044270833,28.8425,0.1388888888888889,0.7272727272727273,0.0002755731922398583,0.009910086172598379,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,1,1,1,1,1,1,69.25,1,13,2,11,0.0,0.7758911132812499,28.059166666666663,6.5,0.7857142857142857,0.0,0.38794555664062497,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,72,1,1,95.1,0,9,1,8,0.0390238574062103,0.8022542317708333,32.2725,0.1232876712328767,0.8,0.0005345733891261685,0.01098978399686073,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
0,1,0,0,6,1,1,74.1,0,11,3,8,0.0500408496732026,0.7326643880208333,30.174166666666665,1.5714285714285714,0.6666666666666666,0.007148692810457514,0.10466634114583333,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,12,0,0,35.5,0,19,4,15,0.0152777777777777,0.9841707356770834,22.32583333333333,1.4615384615384615,0.75,0.001175213675213669,0.0757054412059295,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0,0,0,25,1,0,70.95,1,20,6,14,0.0,0.5378206380208334,27.096666666666668,0.7692307692307693,0.6666666666666666,0.0,0.020685409154647436,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,21,1,0,79.2,0,9,3,6,0.0297979797979797,0.68760009765625,29.0775,0.4090909090909091,0.6,0.0013544536271808954,0.031254549893465905,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,1,6,1,1,48.8,0,19,4,15,0.0304232804232804,0.9590576171875,27.140833333333333,2.7142857142857144,0.75,0.004346182917611486,0.13700823102678572,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,20,1,1,89.0,1,5,1,4,0.0531371320458007,0.7138818359375,32.0675,0.23809523809523808,0.6666666666666666,0.002530339621228605,0.03399437313988095,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,0,1,0,18,1,1,99.4,1,8,4,4,0.0292075163398692,0.99382080078125,24.09083333333333,0.42105263157894735,0.4444444444444444,0.0015372377020983791,0.052306357935855266,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
0,0,0,0,43,1,0,55.45,0,18,5,13,0.0355137917637917,0.7442805989583333,25.909166666666668,0.4090909090909091,0.6842105263157895,0.0008071316309952659,0.01691546815814394,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,1,1,35,1,1,25.4,0,10,0,10,0.0159418468241997,0.8490983072916666,23.251666666666665,0.2777777777777778,0.9090909090909091,0.00044282907844999167,0.023586064091435183,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,0,0,0,1,1,0,73.5,1,16,2,14,0.0576007326007326,0.907900390625,25.126666666666665,8.0,0.8235294117647058,0.0288003663003663,0.4539501953125,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,0,32,1,1,93.5,0,6,3,3,0.0214646464646464,0.80722900390625,36.208333333333336,0.18181818181818182,0.42857142857142855,0.0006504438322620121,0.02446148496685606,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1,0,0,0,52,0,0,63.9,0,11,3,8,0.0333741830065359,0.6294596354166667,34.57416666666666,0.20754716981132076,0.6666666666666666,0.0006297015661610547,0.011876596894654088,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
1,0,0,0,32,1,1,64.85,0,10,3,7,0.0332621082621082,0.7672566731770832,29.0625,0.30303030303030304,0.6363636363636364,0.0010079426746093395,0.02325020221748737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0,0,1,1,72,0,1,63.8,0,17,4,13,0.0214990601503759,0.825400390625,18.88,0.2328767123287671,0.7222222222222222,0.00029450767329282054,0.01130685466609589,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
1,0,0,0,51,0,1,44.45,0,5,1,4,0.0197916666666666,0.65978271484375,32.89833333333333,0.09615384615384616,0.6666666666666666,0.00038060897435897306,0.012688129131610576,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,1,68,1,1,19.95,0,10,2,8,0.0472582972582972,0.9269132486979168,26.99083333333333,0.14492753623188406,0.7272727272727273,0.0006849028588159015,0.01343352534344807,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,1,1,0,8,0,1,43.35,0,6,2,4,0.025201106083459,0.7162410481770833,25.77,0.6666666666666666,0.5714285714285714,0.002800122898162111,0.0795823386863426,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
