,complaint_id,customerID,date,issue,status
86061,CMP326943,6508-NJYRO,2024-10-02,Poor customer service,Resolved
86057,CMP625513,6508-NJYRO,2024-11-09,Unexpected charges,Resolved
86059,CMP705860,6508-NJYRO,2024-11-13,Slow internet,Closed
86049,CMP588352,6508-NJYRO,2024-12-23,Service outage,In Progress
86054,CMP147238,6508-NJYRO,2024-12-28,Network issue,In Progress
86050,CMP905948,6508-NJYRO,2025-02-14,Frequent disconnection,Open
86053,CMP723108,6508-NJYRO,2025-03-08,Frequent disconnection,In Progress
86062,CMP162553,6508-NJYRO,2025-03-23,Frequent disconnection,Resolved
86056,CMP654996,6508-NJYRO,2025-04-19,Unexpected charges,Open
86052,CMP834618,6508-NJYRO,2025-04-30,App issue,Open
57617,CMP321502,6509-TSGWN,2024-06-30,Slow internet,Closed
57618,CMP870039,6509-TSGWN,2024-07-06,Poor customer service,In Progress
57610,CMP261417,6509-TSGWN,2024-07-10,Slow internet,In Progress
57614,CMP967676,6509-TSGWN,2024-09-17,Unexpected charges,In Progress
57615,CMP733699,6509-TSGWN,2024-09-30,Frequent disconnection,Open
57612,CMP811736,6509-TSGWN,2024-10-26,Unexpected charges,Resolved
57608,CMP841464,6509-TSGWN,2024-10-28,Unexpected charges,In Progress
57613,CMP127625,6509-TSGWN,2024-12-03,Unexpected charges,In Progress
57611,CMP381853,6509-TSGWN,2024-12-30,Poor customer service,Open
57609,CMP463147,6509-TSGWN,2025-02-13,Slow internet,Resolved
57616,CMP784880,6509-TSGWN,2025-02-16,App issue,Resolved
17975,CMP208526,6510-UPNKS,2024-05-30,App issue,Closed
17973,CMP204465,6510-UPNKS,2024-07-24,Frequent disconnection,Open
17977,CMP971472,6510-UPNKS,2024-08-01,Poor customer service,In Progress
17978,CMP296912,6510-UPNKS,2024-11-20,App issue,Resolved
17979,CMP248075,6510-UPNKS,2024-11-25,Network issue,Resolved
17976,CMP535863,6510-UPNKS,2025-01-14,Network issue,Resolved
17974,CMP136505,6510-UPNKS,2025-03-08,Billing error,In Progress
17980,CMP326159,6510-UPNKS,2025-03-20,Billing error,In Progress
11494,CMP522461,6513-EECDB,2024-05-04,Billing error,Open
11492,CMP665300,6513-EECDB,2024-05-21,Network issue,Open
11497,CMP799909,6513-EECDB,2024-05-24,Network issue,Open
11498,CMP373368,6513-EECDB,2024-05-31,Poor customer service,Closed
11507,CMP975313,6513-EECDB,2024-06-02,Slow internet,In Progress
11505,CMP265431,6513-EECDB,2024-07-29,Billing error,Closed
11502,CMP321620,6513-EECDB,2024-09-13,Service outage,Resolved
11495,CMP410139,6513-EECDB,2024-10-07,Slow internet,Closed
11506,CMP121651,6513-EECDB,2024-10-23,Unexpected charges,In Progress
11493,CMP293398,6513-EECDB,2024-10-30,Service outage,In Progress
11491,CMP822703,6513-EECDB,2024-11-09,Poor customer service,Resolved
11490,CMP552450,6513-EECDB,2024-12-02,Slow internet,In Progress
11501,CMP441514,6513-EECDB,2024-12-11,App issue,Resolved
11503,CMP494218,6513-EECDB,2024-12-13,Poor customer service,Closed
11496,CMP248804,6513-EECDB,2024-12-28,Billing error,Open
11500,CMP620776,6513-EECDB,2025-01-24,Unexpected charges,Open
11499,CMP338992,6513-EECDB,2025-03-11,Poor customer service,Resolved
11504,CMP577097,6513-EECDB,2025-04-02,Service outage,In Progress
7571,CMP124571,6516-NKQBO,2024-05-23,Frequent disconnection,Resolved
7582,CMP499972,6516-NKQBO,2024-05-27,Network issue,Closed
7578,CMP611666,6516-NKQBO,2024-05-31,App issue,In Progress
7580,CMP785621,6516-NKQBO,2024-06-06,Poor customer service,Closed
7574,CMP940644,6516-NKQBO,2024-06-14,Service outage,Resolved
7569,CMP456461,6516-NKQBO,2024-07-08,Slow internet,Resolved
7576,CMP946138,6516-NKQBO,2024-07-15,Unexpected charges,Open
7583,CMP527038,6516-NKQBO,2024-08-10,App issue,Resolved
7581,CMP812876,6516-NKQBO,2024-08-30,Frequent disconnection,Resolved
7579,CMP689932,6516-NKQBO,2024-09-02,Network issue,Resolved
7575,CMP705560,6516-NKQBO,2024-10-06,Billing error,Closed
7572,CMP286337,6516-NKQBO,2024-10-21,Slow internet,Closed
7570,CMP360330,6516-NKQBO,2024-11-26,Poor customer service,Open
7573,CMP436081,6516-NKQBO,2024-11-30,Service outage,Resolved
7568,CMP913101,6516-NKQBO,2024-12-11,App issue,Resolved
7577,CMP807035,6516-NKQBO,2024-12-27,Billing error,Open
7567,CMP271199,6516-NKQBO,2025-02-06,Slow internet,Resolved
19400,CMP221206,6518-KZXCB,2024-07-12,Billing error,In Progress
19402,CMP176940,6518-KZXCB,2024-08-12,Billing error,Resolved
19399,CMP384683,6518-KZXCB,2024-08-19,Service outage,Open
19401,CMP423480,6518-KZXCB,2024-09-06,Frequent disconnection,Open
19397,CMP839280,6518-KZXCB,2025-04-06,Billing error,In Progress
19398,CMP994590,6518-KZXCB,2025-04-10,App issue,Open
82036,CMP515125,6518-LGAOV,2024-06-02,Slow internet,In Progress
82037,CMP742799,6518-LGAOV,2024-06-06,Network issue,Open
82047,CMP482635,6518-LGAOV,2024-08-12,Poor customer service,In Progress
82046,CMP844134,6518-LGAOV,2024-08-26,Service outage,Closed
82040,CMP682269,6518-LGAOV,2024-09-09,Unexpected charges,In Progress
82043,CMP160504,6518-LGAOV,2024-09-12,Billing error,Open
82049,CMP322620,6518-LGAOV,2024-09-18,Unexpected charges,Closed
82035,CMP281043,6518-LGAOV,2024-09-27,Frequent disconnection,Open
82034,CMP422382,6518-LGAOV,2024-10-15,App issue,Closed
82038,CMP148332,6518-LGAOV,2024-11-15,Poor customer service,Open
82032,CMP838931,6518-LGAOV,2024-12-11,App issue,In Progress
82045,CMP361167,6518-LGAOV,2024-12-21,Slow internet,Open
82042,CMP711586,6518-LGAOV,2025-01-11,Poor customer service,Open
82033,CMP296878,6518-LGAOV,2025-01-16,Unexpected charges,Resolved
82048,CMP205442,6518-LGAOV,2025-02-21,Network issue,Resolved
82044,CMP144193,6518-LGAOV,2025-03-30,Billing error,Resolved
82041,CMP940778,6518-LGAOV,2025-04-01,Network issue,Open
82039,CMP649404,6518-LGAOV,2025-04-03,Unexpected charges,In Progress
20215,CMP849888,6518-PPLMZ,2024-05-15,Poor customer service,Closed
20227,CMP917152,6518-PPLMZ,2024-05-27,Service outage,Open
20225,CMP647307,6518-PPLMZ,2024-06-04,Unexpected charges,Resolved
20223,CMP443981,6518-PPLMZ,2024-06-24,Service outage,Open
20226,CMP668667,6518-PPLMZ,2024-08-20,Poor customer service,Open
20217,CMP896675,6518-PPLMZ,2024-09-03,Billing error,Resolved
20219,CMP709202,6518-PPLMZ,2024-09-04,Slow internet,Closed
20222,CMP237715,6518-PPLMZ,2024-09-21,Billing error,Closed
20228,CMP654494,6518-PPLMZ,2024-12-13,Service outage,In Progress
20216,CMP458579,6518-PPLMZ,2024-12-14,Poor customer service,Resolved
20224,CMP986742,6518-PPLMZ,2025-01-10,Slow internet,Closed
20213,CMP884830,6518-PPLMZ,2025-01-16,Network issue,Closed
20218,CMP804669,6518-PPLMZ,2025-01-17,Service outage,Resolved
20221,CMP157078,6518-PPLMZ,2025-01-24,App issue,Open
20214,CMP398706,6518-PPLMZ,2025-03-31,Service outage,Resolved
20220,CMP242457,6518-PPLMZ,2025-04-30,Billing error,In Progress
22040,CMP217423,6519-CFDBX,2024-07-01,Service outage,Open
22039,CMP531881,6519-CFDBX,2024-08-08,Unexpected charges,Open
22035,CMP741589,6519-CFDBX,2024-10-18,Slow internet,In Progress
22036,CMP696437,6519-CFDBX,2024-12-04,Service outage,Open
22033,CMP329797,6519-CFDBX,2025-01-07,Billing error,In Progress
22032,CMP770536,6519-CFDBX,2025-01-23,Billing error,Open
22037,CMP251952,6519-CFDBX,2025-02-25,Network issue,Open
22038,CMP722270,6519-CFDBX,2025-03-05,App issue,Closed
22034,CMP334627,6519-CFDBX,2025-04-15,Frequent disconnection,Resolved
22031,CMP431866,6519-CFDBX,2025-04-21,Frequent disconnection,Closed
79487,CMP884415,6519-ZHPXP,2024-05-12,Unexpected charges,Open
79490,CMP992041,6519-ZHPXP,2024-05-16,Frequent disconnection,Closed
79480,CMP919026,6519-ZHPXP,2024-05-31,Billing error,Open
79483,CMP142021,6519-ZHPXP,2024-07-27,Unexpected charges,Resolved
79491,CMP235630,6519-ZHPXP,2024-08-06,Frequent disconnection,Closed
79489,CMP595392,6519-ZHPXP,2024-08-20,Poor customer service,Closed
79492,CMP495331,6519-ZHPXP,2024-10-01,Network issue,Open
79482,CMP793159,6519-ZHPXP,2024-10-09,Unexpected charges,Resolved
79488,CMP199401,6519-ZHPXP,2024-11-24,Frequent disconnection,Closed
79486,CMP700629,6519-ZHPXP,2025-01-01,Network issue,Open
79484,CMP244868,6519-ZHPXP,2025-02-06,App issue,Open
79485,CMP120150,6519-ZHPXP,2025-02-16,Unexpected charges,Resolved
79481,CMP671052,6519-ZHPXP,2025-03-17,Poor customer service,Resolved
77293,CMP694836,6521-YYTYI,2024-08-05,Service outage,In Progress
77291,CMP997172,6521-YYTYI,2024-11-29,Service outage,Closed
77292,CMP302063,6521-YYTYI,2024-12-24,App issue,In Progress
77288,CMP905830,6521-YYTYI,2025-01-25,Poor customer service,Resolved
77290,CMP379486,6521-YYTYI,2025-01-28,Frequent disconnection,Resolved
77289,CMP952519,6521-YYTYI,2025-03-07,Poor customer service,Closed
58568,CMP152671,6522-OIQSX,2024-06-11,Billing error,Open
58571,CMP155280,6522-OIQSX,2024-07-31,Frequent disconnection,Open
58572,CMP521370,6522-OIQSX,2024-08-15,Slow internet,Resolved
58563,CMP757838,6522-OIQSX,2024-09-27,Poor customer service,Resolved
58561,CMP230781,6522-OIQSX,2024-10-03,Unexpected charges,In Progress
58565,CMP684514,6522-OIQSX,2024-10-07,Frequent disconnection,Open
58574,CMP518480,6522-OIQSX,2024-10-10,Service outage,Closed
58564,CMP852565,6522-OIQSX,2024-10-11,Slow internet,Closed
58560,CMP715845,6522-OIQSX,2024-10-28,App issue,In Progress
58562,CMP234866,6522-OIQSX,2024-11-29,Slow internet,Open
58570,CMP530440,6522-OIQSX,2024-12-17,Frequent disconnection,Closed
58567,CMP560262,6522-OIQSX,2024-12-27,Unexpected charges,In Progress
58573,CMP430192,6522-OIQSX,2025-01-01,Billing error,Open
58566,CMP377667,6522-OIQSX,2025-02-13,Service outage,In Progress
58569,CMP407225,6522-OIQSX,2025-02-26,Service outage,Resolved
7223,CMP391184,6522-YRBXD,2024-05-21,Network issue,Open
7228,CMP612915,6522-YRBXD,2024-05-24,Slow internet,Open
7226,CMP659663,6522-YRBXD,2024-05-25,Unexpected charges,Closed
7222,CMP418001,6522-YRBXD,2024-09-12,Network issue,Resolved
7221,CMP193780,6522-YRBXD,2024-10-03,Frequent disconnection,Closed
7229,CMP940573,6522-YRBXD,2024-10-17,Poor customer service,Resolved
7230,CMP987725,6522-YRBXD,2024-11-23,Frequent disconnection,Closed
7227,CMP303759,6522-YRBXD,2024-12-02,Slow internet,Open
7231,CMP812687,6522-YRBXD,2025-03-04,Slow internet,Closed
7225,CMP889476,6522-YRBXD,2025-03-25,Network issue,Resolved
7224,CMP126469,6522-YRBXD,2025-04-25,Poor customer service,In Progress
61662,CMP478605,6527-PZFPV,2024-07-01,App issue,Resolved
61671,CMP868570,6527-PZFPV,2024-07-10,Network issue,Open
61665,CMP836351,6527-PZFPV,2024-07-23,Network issue,Open
61673,CMP287970,6527-PZFPV,2024-07-28,Frequent disconnection,In Progress
61668,CMP888525,6527-PZFPV,2024-08-04,Billing error,Closed
61664,CMP638999,6527-PZFPV,2024-08-08,Unexpected charges,In Progress
61666,CMP247553,6527-PZFPV,2024-09-28,Service outage,Open
61667,CMP121850,6527-PZFPV,2024-12-03,Poor customer service,In Progress
61675,CMP928800,6527-PZFPV,2025-01-01,Billing error,Closed
61670,CMP346100,6527-PZFPV,2025-01-04,Billing error,Closed
61672,CMP570236,6527-PZFPV,2025-02-23,Frequent disconnection,In Progress
61669,CMP535564,6527-PZFPV,2025-03-02,Service outage,Open
61674,CMP615547,6527-PZFPV,2025-03-14,Unexpected charges,Resolved
61663,CMP316224,6527-PZFPV,2025-04-14,App issue,Open
59381,CMP858565,6532-YLWSI,2024-07-13,Network issue,In Progress
59383,CMP457985,6532-YLWSI,2024-08-07,Slow internet,Resolved
59379,CMP806767,6532-YLWSI,2024-08-09,Network issue,Closed
59375,CMP676580,6532-YLWSI,2024-10-07,Network issue,Open
59376,CMP348640,6532-YLWSI,2024-10-17,Frequent disconnection,Open
59377,CMP755373,6532-YLWSI,2024-11-26,Frequent disconnection,Closed
59384,CMP170856,6532-YLWSI,2024-12-07,Slow internet,Open
59380,CMP608544,6532-YLWSI,2025-02-14,Unexpected charges,Resolved
59382,CMP619144,6532-YLWSI,2025-03-04,Poor customer service,Resolved
59378,CMP885298,6532-YLWSI,2025-04-12,Network issue,In Progress
76928,CMP389783,6537-OTKMY,2024-07-13,App issue,Resolved
76929,CMP141776,6537-OTKMY,2024-08-05,Service outage,Closed
76936,CMP944549,6537-OTKMY,2024-08-19,Poor customer service,Open
76927,CMP652146,6537-OTKMY,2024-09-13,Poor customer service,Open
76930,CMP584550,6537-OTKMY,2024-09-20,Service outage,Open
76931,CMP194045,6537-OTKMY,2024-09-29,Network issue,Open
76920,CMP298364,6537-OTKMY,2024-11-04,Network issue,Closed
76926,CMP952971,6537-OTKMY,2024-11-14,Service outage,Closed
76932,CMP285628,6537-OTKMY,2024-11-17,Network issue,Open
76934,CMP359012,6537-OTKMY,2024-12-01,Unexpected charges,Closed
76921,CMP583424,6537-OTKMY,2024-12-31,Poor customer service,Open
76933,CMP570650,6537-OTKMY,2025-01-24,Billing error,Resolved
76925,CMP909095,6537-OTKMY,2025-01-26,Service outage,Resolved
76923,CMP767898,6537-OTKMY,2025-01-30,App issue,Resolved
76935,CMP147866,6537-OTKMY,2025-01-31,Service outage,Resolved
76924,CMP455213,6537-OTKMY,2025-03-19,Network issue,In Progress
76919,CMP964008,6537-OTKMY,2025-04-22,App issue,Resolved
76922,CMP174628,6537-OTKMY,2025-04-28,Poor customer service,Open
50455,CMP336843,6537-QLGEX,2024-05-06,Service outage,In Progress
50457,CMP491942,6537-QLGEX,2024-07-25,Frequent disconnection,Closed
50458,CMP845115,6537-QLGEX,2024-08-23,Service outage,Open
50454,CMP332096,6537-QLGEX,2024-10-20,Billing error,Open
50459,CMP224532,6537-QLGEX,2024-10-25,Billing error,In Progress
50460,CMP761383,6537-QLGEX,2024-11-24,Poor customer service,Resolved
50456,CMP276130,6537-QLGEX,2025-04-17,Slow internet,In Progress
67741,CMP146599,6538-POCHL,2024-08-15,Billing error,Open
67737,CMP898660,6538-POCHL,2024-11-04,Network issue,In Progress
67740,CMP817938,6538-POCHL,2024-12-25,Billing error,In Progress
67738,CMP837376,6538-POCHL,2024-12-29,Service outage,Open
67739,CMP191132,6538-POCHL,2025-04-14,Unexpected charges,Closed
69713,CMP790841,6542-LWGXJ,2024-05-17,Network issue,Closed
69714,CMP387623,6542-LWGXJ,2024-06-08,Service outage,Resolved
69721,CMP482767,6542-LWGXJ,2024-06-19,Frequent disconnection,Resolved
69719,CMP256945,6542-LWGXJ,2024-07-21,Poor customer service,Closed
69727,CMP533369,6542-LWGXJ,2024-07-23,Unexpected charges,Closed
69723,CMP215906,6542-LWGXJ,2024-08-05,Service outage,Closed
69720,CMP210302,6542-LWGXJ,2024-09-16,Network issue,Resolved
69728,CMP384687,6542-LWGXJ,2024-11-24,Unexpected charges,Closed
69716,CMP326379,6542-LWGXJ,2024-12-02,Network issue,Closed
69724,CMP695021,6542-LWGXJ,2024-12-06,App issue,Resolved
69722,CMP312392,6542-LWGXJ,2024-12-13,Service outage,Closed
69717,CMP494367,6542-LWGXJ,2025-01-01,Network issue,Open
69715,CMP186007,6542-LWGXJ,2025-01-12,Network issue,Resolved
69729,CMP399723,6542-LWGXJ,2025-01-27,App issue,In Progress
69725,CMP676278,6542-LWGXJ,2025-03-02,Slow internet,Closed
69726,CMP803367,6542-LWGXJ,2025-04-08,App issue,Closed
69718,CMP149755,6542-LWGXJ,2025-04-26,Frequent disconnection,Open
7619,CMP126913,6543-CPZMK,2024-06-04,Billing error,Open
7612,CMP958164,6543-CPZMK,2024-06-08,App issue,Resolved
7608,CMP177224,6543-CPZMK,2024-06-17,Service outage,Open
7609,CMP579976,6543-CPZMK,2024-08-28,Service outage,Open
7605,CMP426211,6543-CPZMK,2024-09-14,Unexpected charges,Open
7618,CMP692451,6543-CPZMK,2024-09-23,Service outage,In Progress
7616,CMP530054,6543-CPZMK,2024-09-25,Frequent disconnection,In Progress
7622,CMP504485,6543-CPZMK,2024-09-28,Billing error,Closed
7613,CMP353524,6543-CPZMK,2024-11-10,Network issue,In Progress
7607,CMP377477,6543-CPZMK,2024-11-21,Billing error,In Progress
7606,CMP242668,6543-CPZMK,2024-11-29,Frequent disconnection,Closed
7611,CMP156895,6543-CPZMK,2024-12-20,Slow internet,Closed
7615,CMP721741,6543-CPZMK,2024-12-31,Network issue,Open
7617,CMP677127,6543-CPZMK,2025-01-06,App issue,In Progress
7610,CMP652413,6543-CPZMK,2025-01-23,Unexpected charges,Closed
7621,CMP203580,6543-CPZMK,2025-02-11,Poor customer service,Open
7614,CMP587250,6543-CPZMK,2025-02-14,Poor customer service,Open
7620,CMP451165,6543-CPZMK,2025-03-22,Slow internet,Open
18716,CMP774269,6543-JXSOO,2024-05-24,Service outage,Closed
18715,CMP170619,6543-JXSOO,2024-06-11,Network issue,Open
18721,CMP645517,6543-JXSOO,2024-07-29,Network issue,Closed
18725,CMP143652,6543-JXSOO,2024-08-16,App issue,Open
18722,CMP627352,6543-JXSOO,2024-08-26,Network issue,Closed
18712,CMP293006,6543-JXSOO,2024-09-02,Network issue,In Progress
18718,CMP722985,6543-JXSOO,2024-09-28,Network issue,Open
18719,CMP921882,6543-JXSOO,2024-10-10,Poor customer service,In Progress
18714,CMP828773,6543-JXSOO,2024-10-14,Unexpected charges,Resolved
18713,CMP532678,6543-JXSOO,2024-11-20,Unexpected charges,In Progress
18724,CMP146353,6543-JXSOO,2024-11-24,Unexpected charges,In Progress
18720,CMP574455,6543-JXSOO,2024-12-18,App issue,Resolved
18723,CMP912224,6543-JXSOO,2025-02-02,App issue,Resolved
18717,CMP656664,6543-JXSOO,2025-03-29,App issue,Closed
55116,CMP541585,6543-XRMYR,2024-05-24,App issue,Closed
55115,CMP755219,6543-XRMYR,2024-07-20,Poor customer service,Resolved
55117,CMP873255,6543-XRMYR,2024-08-07,Unexpected charges,Closed
55114,CMP950435,6543-XRMYR,2024-08-14,Network issue,Resolved
55110,CMP344631,6543-XRMYR,2024-10-13,Poor customer service,Resolved
55109,CMP418617,6543-XRMYR,2024-12-25,Service outage,Closed
55112,CMP781745,6543-XRMYR,2025-04-19,Poor customer service,Resolved
55113,CMP194492,6543-XRMYR,2025-04-20,Billing error,In Progress
55111,CMP853009,6543-XRMYR,2025-04-24,Billing error,In Progress
68424,CMP277648,6546-OPBBH,2024-06-09,Unexpected charges,Open
68423,CMP562102,6546-OPBBH,2024-07-09,App issue,Open
68419,CMP614456,6546-OPBBH,2024-07-18,Poor customer service,Open
68426,CMP497629,6546-OPBBH,2024-08-08,Poor customer service,Closed
68422,CMP973224,6546-OPBBH,2024-08-19,Slow internet,In Progress
68421,CMP522269,6546-OPBBH,2024-10-20,Service outage,Open
68417,CMP846721,6546-OPBBH,2025-01-06,Slow internet,Closed
68418,CMP485687,6546-OPBBH,2025-01-14,Unexpected charges,In Progress
68420,CMP227368,6546-OPBBH,2025-01-22,Service outage,Resolved
68425,CMP289477,6546-OPBBH,2025-04-29,Service outage,Closed
77370,CMP132486,6549-BTYPG,2024-05-04,Service outage,Open
77367,CMP557737,6549-BTYPG,2024-05-11,Billing error,Resolved
77369,CMP209963,6549-BTYPG,2024-08-23,Network issue,In Progress
77372,CMP156063,6549-BTYPG,2024-09-28,Unexpected charges,In Progress
77368,CMP830342,6549-BTYPG,2025-03-05,App issue,Closed
77373,CMP242636,6549-BTYPG,2025-04-08,Service outage,Open
77371,CMP544311,6549-BTYPG,2025-04-10,Service outage,In Progress
10595,CMP747228,6549-NNDYT,2024-05-19,Network issue,In Progress
10600,CMP685258,6549-NNDYT,2024-05-24,Poor customer service,Closed
10603,CMP520665,6549-NNDYT,2024-05-29,Unexpected charges,In Progress
10592,CMP850619,6549-NNDYT,2024-07-26,Slow internet,Resolved
10590,CMP710730,6549-NNDYT,2024-09-19,Frequent disconnection,Closed
10599,CMP179171,6549-NNDYT,2024-10-26,App issue,In Progress
10593,CMP400908,6549-NNDYT,2024-11-13,Service outage,Open
10589,CMP317869,6549-NNDYT,2024-12-02,Service outage,Open
10591,CMP346775,6549-NNDYT,2024-12-11,Frequent disconnection,Open
10594,CMP707966,6549-NNDYT,2024-12-15,Billing error,In Progress
10597,CMP519509,6549-NNDYT,2024-12-16,Billing error,Resolved
10598,CMP609332,6549-NNDYT,2025-02-21,App issue,In Progress
10604,CMP464074,6549-NNDYT,2025-02-24,Slow internet,Open
10596,CMP159979,6549-NNDYT,2025-03-06,Poor customer service,Open
10602,CMP135866,6549-NNDYT,2025-03-29,Service outage,Open
10601,CMP144379,6549-NNDYT,2025-04-09,Unexpected charges,Resolved
9145,CMP540389,6549-YMFAW,2024-06-20,Frequent disconnection,Closed
9148,CMP426595,6549-YMFAW,2024-06-27,Network issue,Resolved
9143,CMP555408,6549-YMFAW,2024-07-03,Unexpected charges,Closed
9146,CMP199317,6549-YMFAW,2024-08-02,Billing error,Resolved
9144,CMP845364,6549-YMFAW,2024-09-11,Network issue,Resolved
9140,CMP629269,6549-YMFAW,2024-09-25,Frequent disconnection,Open
9153,CMP495955,6549-YMFAW,2024-11-05,Billing error,Closed
9152,CMP865849,6549-YMFAW,2024-12-10,Slow internet,In Progress
9142,CMP879547,6549-YMFAW,2024-12-15,App issue,In Progress
9149,CMP164294,6549-YMFAW,2025-01-22,Service outage,Open
9150,CMP817377,6549-YMFAW,2025-03-04,Billing error,Closed
9141,CMP308224,6549-YMFAW,2025-03-06,Frequent disconnection,Closed
9139,CMP301280,6549-YMFAW,2025-04-02,Network issue,Open
9151,CMP394613,6549-YMFAW,2025-04-13,Slow internet,Open
9147,CMP649499,6549-YMFAW,2025-04-19,App issue,In Progress
1962,CMP642521,6551-GNYDG,2024-05-27,Billing error,Closed
1955,CMP859982,6551-GNYDG,2024-05-28,Unexpected charges,In Progress
1961,CMP399543,6551-GNYDG,2024-06-15,Poor customer service,Open
1956,CMP567754,6551-GNYDG,2024-07-23,Unexpected charges,Resolved
1960,CMP813324,6551-GNYDG,2024-08-14,Service outage,In Progress
1954,CMP551303,6551-GNYDG,2024-08-22,Poor customer service,Closed
1946,CMP697620,6551-GNYDG,2024-09-26,Service outage,Closed
1949,CMP763677,6551-GNYDG,2024-09-27,Poor customer service,Closed
